text,year,month,day,hour,minute,week_num,num_of_day,num_of_week
 @jirolian 仙台 晴れ 15名ほど並び 11:00 ,2013,10,27,11,3,0,300,43
 @jirolian 仙台42人 1930 豚売り切れ ,2013,10,26,19,29,6,299,42
 @jirolian 仙台 12人待ち ,2013,10,22,19,55,2,295,42
 @jirolian 仙台 雨です。開店前 18名ほど。1106 ,2013,10,20,11,6,0,293,42
 ラーメン二郎 情報 bot: RT @chinda142857: @jirolian 【仙台店】10/16 台風接近のため午前の部休業 メルマガより ,2013,10,15,17,17,2,288,41
 @jirolian 仙台は鍋二郎、OK！現場で確認しました。 ,2013,10,14,18,2,1,287,41
 @jirolian 仙台、歩道の端によって並びましょう。 点字ブロックの上までふくらんで、通行の妨げになっています。 ,2013,10,12,12,19,6,285,40
 @jirolian 仙台 開店前 不動産屋さん越え 40名ほど 1128 ,2013,10,12,11,28,6,285,40
 @jirolian 仙台店45人待ち 1351 ,2013,9,29,13,51,0,272,39
 @jirolian 仙台店1120待ち15 ,2013,9,20,11,23,5,263,37
 @jirolian 仙台 開店前 20名ほど。不動産屋さん前。雨降り。1127 ,2013,9,15,11,27,0,258,37
 @jirolian 仙台二郎、10人待ち 1951 残念ながらブタ切れ。 仙台二郎の待ち報告するの、もう1年振りになります。 ,2013,9,14,19,53,6,257,36
 @jirolian 目黒二郎、本日昼の部お休み。夜は通常営業。  本日私は一年振りの仙台二郎へ行ってきます。 ,2013,9,14,11,45,6,257,36
 @jirolian 仙台は営業してますか？ ,2013,9,8,11,16,0,251,36
 @jirolian 仙台までやって来た。だいたい20人待ち 1859 ,2013,9,7,18,59,6,250,35
 @jirolian 仙台店約20人待ち ,2013,9,3,11,52,2,246,35
 @jirolian仙台30人 19:55 ,2013,8,28,19,56,3,240,34
 @jirolian 仙台二郎のお盆休みわかる人居ますか？？ ,2013,8,15,14,27,4,227,32
 @jirolian 仙台 開店前 20人ほど 暑いので水分とタオル持参 11:07 ,2013,8,10,11,7,6,222,31
 @jirolian 仙台並び18 1202 ,2013,8,9,12,2,5,221,31
 @jirolian 仙台 開店前11人待ち 11:15 ,2013,8,7,11,15,3,219,31
 @jirolian 仙台1940 並び11。雨なり。 ,2013,8,2,19,41,5,214,30
 @jirolian 仙台 17:02 14人ほど 小雨が降ってきた ,2013,8,2,17,3,5,214,30
 @jirolian 仙台10人 17:40 ,2013,7,30,17,40,2,211,30
 @jirolian 仙台 30名ほど不動産屋前まで 17:26 ,2013,7,27,17,26,6,208,29
 @jirolian 仙台二郎、助手だけで営業してるせいか、この時間なのに40人以上の並び。 今日は諦めた。 ,2013,7,27,14,19,6,208,29
 @jirolian 仙台29人待ち1415 ,2013,7,21,14,15,0,202,29
 @jirolian 仙台 11:08 開店前 16人ほど ,2013,7,20,11,9,6,201,28
 @jirolian 仙台 10:55 開店前 15人ほど並び ,2013,7,14,10,57,0,195,28
 @jirolian 仙台開店前１５人待ち 1125 ,2013,7,13,11,25,6,194,27
 @jirolian 仙台 20:10 待ち18 ,2013,7,12,20,12,5,193,27
 @jirolian 仙台 19:00待ち6 ,2013,7,11,19,0,4,192,27
 @jirolian 仙台 18:45 待ちなし ,2013,7,10,18,45,3,191,27
 @jirolian 仙台 18:15 待ち約30 ,2013,7,6,18,17,6,187,26
 @jirolian 仙台店 不動産屋前までの並び 1200 ,2013,7,6,12,1,6,187,26
 @jirolian 仙台店32名待ち 不動産屋前まで ,2013,7,6,11,54,6,187,26
 @jirolian 仙台 1108 開店前 15人ほど待ちです。 ,2013,7,6,11,9,6,187,26
 @jirolian 仙台 18:15 待ち15 ,2013,7,2,18,6,2,183,26
 @jirolian 仙台 開店前 ２５人程 1115 ,2013,6,30,11,17,0,181,26
 @jirolian 仙台 開店前 18人ほど 1120 ,2013,6,29,11,20,6,180,25
 @jirolian 仙台 18:25 待ち28 ,2013,6,27,18,25,4,178,25
 @jirolian 仙台 今日からつけ麺開始 材料の関係で数量限定とのこと ソースはメルマガ ,2013,6,26,17,18,3,177,25
 @jirolian 仙台 19:00 待ち12 ,2013,6,25,19,2,2,176,25
 @jirolian 仙台 19:15 待ち40 ,2013,6,22,19,17,6,173,24
 @jirolian 仙台 18:25 待ち20 ,2013,6,19,18,26,3,170,24
 @jirolian 仙台 21:10 待ち40 ,2013,6,14,21,11,5,165,23
 @jirolian 仙台 2155 閉店時間直前 30人ほど。 ,2013,6,14,20,59,5,165,23
 @jirolian 仙台 18:30 待ち13 ,2013,6,11,18,30,2,162,23
 @jirolian 仙台 18:25 待ち28 ,2013,6,8,18,26,6,159,22
 @jirolian 仙台 開店前 18名ほど 1110 ,2013,6,8,11,11,6,159,22
 @cubaapplehavana @jirolian 仙台二郎、つけ麺やってますか？ ,2013,6,4,18,36,2,155,22
 @jirolian 仙台 18:30 待ち15 ,2013,6,4,18,31,2,155,22
 @jirolian 仙台30人待ち ,2013,6,4,11,58,2,155,22
 @jirolian 仙台 13:15 待ち31  拾い物  http://via.me/-ciu8w76  ,2013,6,2,13,16,0,153,22
 @jirolian 仙台18:35現在、外待ち26。 ,2013,6,1,18,35,6,152,21
 @jirolian 仙台 18:55 待ち21 ,2013,5,31,18,57,5,151,21
 @jirolian 仙台 18:40 待ち4 ,2013,5,30,18,40,4,150,21
 @jirolian 仙台 18:10 待ち25 ,2013,5,28,18,13,2,148,21
 @jirolian 仙台28人 明日から3連休とのこと。ソースはメルマガ ,2013,5,24,19,58,5,144,20
 @jirolian 仙台 17:35 待ち15 ,2013,5,18,17,35,6,138,19
 @jirolian 仙台 開店前待ち 20人ほど。1120 ,2013,5,18,11,20,6,138,19
 @jirolian 仙台 18:50 待ち6 ,2013,5,17,18,49,5,137,19
 @jirolian 仙台 18:45 待ち12 ,2013,5,14,18,45,2,134,19
 .@jirolian 仙台店、20人待ち ,2013,5,12,12,7,0,132,19
 @jirolian 仙台３９人 1933 ,2013,5,10,19,33,5,130,18
 @jirolian 仙台 21:05 待ち10 ,2013,5,9,21,6,4,129,18
 @jirolian 仙台 18:20 待ち9 ,2013,5,8,18,20,3,128,18
 @jirolian 仙台 店満 並び2 ,2013,5,8,17,18,3,128,18
 @jirolian 仙台 18:10 待ち4 営業終了後に持ち帰り豚を販売とのこと ,2013,5,7,18,10,2,127,18
 @jirolian 仙台昼休業。ソースはメルマガ ,2013,5,7,13,28,2,127,18
 @jirolian 仙台　15人ぐらい外待ち　12:05 ,2013,5,5,12,6,0,125,18
 @jirolian 仙台店行ってきました。ようやく本州制覇でっす。2ヶ月前なら全店制覇と言えてたのに・・・先は長いぜ http://twitpic.com/cns0d7  ,2013,5,3,16,9,5,123,17
 @jirolian 仙台 開店前 15名ほど。1107 ,2013,5,3,11,7,5,123,17
 @jirolian 仙台二郎この時間でまだ並び20人強。意外と客ついてるんですな(笑) ,2013,5,2,20,34,4,122,17
 @jirolian 仙台 18:20 待ち16 ,2013,5,2,18,21,4,122,17
 @jirolian 仙台。待ち12くらい？遠征来ました(^o^)ちと緊張(^｡^;)1803。 ,2013,5,2,18,3,4,122,17
 @jirolian 仙台 18:30 待ち15 ,2013,5,1,18,30,3,121,17
 @jirolian 仙台店 30人 1242 ,2013,4,28,12,42,0,118,17
 @jirolian 仙台　18:35　待ちなし ,2013,4,24,18,34,3,114,16
 @jirolian 仙台店連休情報  4月29日(月)定休日 4月30日から5月4日まで通常営業 5月5日(日)通し営業 5月6日(月)定休日 ,2013,4,24,15,57,3,114,16
 @jirolian 仙台　18:15　待ち7 ,2013,4,23,18,15,2,113,16
 @jirolian 仙台　18:25　待ち5 ,2013,4,18,18,26,4,108,15
 @jirolian 仙台　18:25　待ち4 今日から鍋二郎開始とのこと ,2013,4,17,18,27,3,107,15
 @jirolian 仙台待ち４。 ,2013,4,16,13,39,2,106,15
 @jirolian 仙台、不動産屋前。25人くらい1256 ,2013,4,14,12,57,0,104,15
 @jirolian 仙台　19:00　待ち39 ,2013,4,9,19,2,2,99,14
 @jirolian 仙台　11:40　待ち30 ,2013,4,7,11,40,0,97,14
 @jirolian 仙台　19:05　待ち28 ,2013,4,5,19,4,5,95,13
 @jirolian 仙台　18:35　待ち1 ,2013,4,4,18,35,4,94,13
 @jirolian 仙台 夜の部 臨休 ソースメルマガ ,2013,4,3,19,13,3,93,13
 @jirolian 仙台待ちなしになりました。 ,2013,4,3,12,32,3,93,13
 @jirolian 仙台待ち１。雨。 ,2013,4,3,12,23,3,93,13
 @jirolian 仙台　18:35　待ち15 ,2013,4,2,18,36,2,92,13
 @jirolian 三田。来週の1週間は夜の部お休みらしいです。（Jrサンと常連客の話し）札幌手伝いと仙台に顔出し ,2013,3,28,20,3,4,87,12
 @jirolian 仙台　18:15　待ちなし ,2013,3,28,18,16,4,87,12
 @jirolian 仙台　18:35　待ち5 ,2013,3,27,18,37,3,86,12
 @jirolian 仙台　19:00　待ち18 ,2013,3,26,19,2,2,85,12
 @jirolian 仙台　18:00　待ち12 ,2013,3,24,18,0,0,83,12
 @jirolian 仙台店待ち１８人 1727 ,2013,3,23,17,27,6,82,11
 @jirolian 仙台12人待ち大小のみ ,2013,3,20,14,22,3,79,11
 @jirolian 仙台　18:35　待ち6 ,2013,3,19,18,35,2,78,11
 @jirolian 仙台18:52晴れ 並び15人豚アリ ,2013,3,17,18,52,0,76,11
 @jirolian 仙台、12人1640 ,2013,3,17,16,39,0,76,11
 @jirolian 仙台二郎 17人待ち ,2013,3,17,14,19,0,76,11
 @jirolian 仙台　18:15　待ちなし ,2013,3,16,18,17,6,75,10
 @jirolian 仙台　19:00　待ちなし ,2013,3,15,19,0,5,74,10
 @jirolian 仙台　18:50　待ち1 ,2013,3,14,18,50,4,73,10
 @jirolian 仙台　19:00　待ち14 ,2013,3,13,19,2,3,72,10
 @jirolian 仙台　18:40　待ち13 ,2013,3,12,18,39,2,71,10
 @jirolian 仙台　3/12（火）昼休業 ,2013,3,11,19,28,1,70,10
 @jirolian 仙台　17:10　待ちなし ,2013,3,10,17,12,0,69,10
 @jirolian 2008仙台20 ,2013,3,9,20,8,6,68,9
 @jirolian 1932仙台25 ,2013,3,9,19,32,6,68,9
 @jirolian 仙台　19:00　待ち10 ,2013,3,9,19,4,6,68,9
 @jirolian 仙台15人待ち1716 ,2013,3,9,17,16,6,68,9
 @jirolian 本日の仙台小豚ヤサイマシマシアブラ完飲完食をもちまして、直系38店舗全店制覇となりました。二郎bot並びに情報提供者の皆さま、ありがとうございました！ ,2013,3,9,13,43,6,68,9
 @jirolian 仙台約20人街 1158 ,2013,3,9,11,58,6,68,9
 @jirolian 仙台の様子はいかがでしょう？ ,2013,3,9,10,58,6,68,9
 @jirolian 仙台　19:10　待ち12 ,2013,3,8,19,11,5,67,9
 @jirolian 仙台　18:30　待ち7 ,2013,3,6,18,29,3,65,9
 @jirolian 1411仙台5 ,2013,3,6,14,11,3,65,9
 @jirolian 仙台　19:00　待ち13 ,2013,3,5,19,2,2,64,9
 @jirolian 仙台　17:45　待ち10 ,2013,3,3,17,44,0,62,9
 @jirolian 仙台二郎17人待ち ,2013,3,1,20,12,5,60,8
 @jirolian 仙台　18:50　待ち7 ,2013,3,1,18,50,5,60,8
 @jirolian 仙台二郎14人待ち ,2013,3,1,11,49,5,60,8
 @jirolian 仙台　18:25　待ち6 ,2013,2,28,18,25,4,59,8
 @jirolian 1414仙台3 ,2013,2,28,14,14,4,59,8
 @jirolian 1403仙台10 ,2013,2,28,14,3,4,59,8
 @jirolian 1257仙台20 ,2013,2,27,12,57,3,58,8
 @jirolian 1214仙台30 ,2013,2,27,12,14,3,58,8
 @jirolian 1209仙台20 ,2013,2,27,12,9,3,58,8
 @jirolian 1411仙台30 ,2013,2,26,14,11,2,57,8
 @jirolian 1403仙台20 ,2013,2,26,14,3,2,57,8
 @jirolian 仙台　本日は17:30までの営業 ,2013,2,24,17,2,0,55,8
 @jirolian 2020仙台10 ,2013,2,22,20,20,5,53,7
 @jirolian 2009仙台20 ,2013,2,22,20,10,5,53,7
 @jirolian 仙台　18:15　待ち3人 ,2013,2,22,18,15,5,53,7
 @jirolian 仙台二郎 待ち11人 1225 ,2013,2,22,12,25,5,53,7
 @jirolian 仙台二郎18人待ち ,2013,2,21,18,29,4,52,7
 @jirolian 仙台待ちなし1414 ,2013,2,21,14,14,4,52,7
 @jirolian 1742仙台6 ,2013,2,20,17,42,3,51,7
 @jirolian 1722仙台5 ,2013,2,20,17,22,3,51,7
 @jirolian 1831仙台15  食券はカウンターの上へb ,2013,2,19,18,31,2,50,7
 @jirolian 1810仙台15 ,2013,2,19,18,10,2,50,7
 @jirolian 1800仙台20 ,2013,2,19,18,0,2,50,7
 @jirolian 1750仙台15 ,2013,2,19,17,51,2,50,7
 @jirolian 仙台二郎6人待ちです ,2013,2,19,17,0,2,50,7
 @jirolian ラーメン二郎仙台店、外待ち17人です。 ,2013,2,17,12,15,0,48,7
 @jirolian 仙台　19:05　待ち10 ,2013,2,15,19,6,5,46,6
 @jirolian 1308仙台15 ,2013,2,13,13,8,3,44,6
 @jirolian 1306仙台10 ,2013,2,13,13,6,3,44,6
 @jirolian 仙台18人待ち ただいま開店 ,2013,2,13,11,35,3,44,6
 @jirolian 仙台シャッター待ち12人 ,2013,2,13,11,14,3,44,6
 @jirolian 2039仙台15 ,2013,2,12,20,39,2,43,6
 @jirolian 2021仙台12 ,2013,2,12,20,21,2,43,6
 @jirolian 仙台店、今日2月11日(月)はお休みです。シャッター閉まってました。 ,2013,2,11,13,8,1,42,6
 @shun16s @jirolian 仙台はバカ学生が多いですからね・・モラルはないですね ,2013,2,9,18,45,6,40,5
 @jirolian 仙台12人。1815行列でタバコ吸うなくそガキ ,2013,2,9,18,15,6,40,5
 @jirolian 仙台　18:30　待ち16 ,2013,2,8,18,36,5,39,5
 @jirolian 仙台　18:55　待ち17 ,2013,2,7,18,55,4,38,5
 @jirolian 仙台二郎18人待ち ,2013,2,7,18,34,4,38,5
 @jirolian 1245仙台1 ,2013,2,7,12,45,4,38,5
 @jirolian 1227仙台4 ,2013,2,7,12,27,4,38,5
 @jirolian 1210仙台12 ,2013,2,7,12,10,4,38,5
 @jirolian 仙台　18:00　待3 ,2013,2,6,18,3,3,37,5
 @jirolian 1354仙台9 ,2013,2,6,13,55,3,37,5
 @jirolian 1353仙台2 ,2013,2,6,13,53,3,37,5
 @jirolian 仙台　18:30　待ち7 ,2013,2,5,18,31,2,36,5
 @jirolian 1203仙台17 ,2013,2,5,12,3,2,36,5
 @jirolian 1129仙台20 ,2013,2,5,11,29,2,36,5
 @jirolian 1121仙台シャッター13 ,2013,2,5,11,21,2,36,5
 @jirolian 10:50仙台４人。全店制覇２巡目の旅。 ,2013,2,3,10,54,0,34,5
 @jirolian 仙台　18:55　待ち16 ,2013,2,2,18,58,6,33,4
 @jirolian マヂですかお？  S ひばりが丘 関内  A 小岩 めじろ 野猿  B 三田 小金井 相模大野 守谷 中山 千住 仙台 栃木  C 品川 府中 鶴見 一之江 上野毛 藤沢 西台 赤羽 神保町 桜台 高田馬場 ,2013,1,31,20,48,4,31,4
 @jirolian 仙台　19:00　待ち19 ,2013,1,31,19,2,4,31,4
 @jirolian 仙台　19:00　待ち12 ,2013,1,30,19,6,3,30,4
 @jirolian 1328仙台5 ,2013,1,30,13,29,3,30,4
 @jirolian 1305仙台7 ,2013,1,30,13,5,3,30,4
 @jirolian 仙台 並び無し 1815 ,2013,1,26,18,24,6,26,3
 @jirolian 仙台6人待ち １３１４ さむひ… ,2013,1,26,13,15,6,26,3
 @jirolian 仙台　18:10　15人待ち ,2013,1,25,18,13,5,25,3
 @jirolian 1812仙台12 ,2013,1,24,18,13,4,24,3
 @jirolian 仙台　19:10　待ち45人 ,2013,1,23,19,11,3,23,3
 @jirolian 仙台　19:00　臨時休業 ,2013,1,22,19,0,2,22,3
 @jirolian 出張ついでの仙台、夜の部休みの貼紙。楽しみにしてたのに…。 ,2013,1,22,18,29,2,22,3
 @jirolian 仙台　18:40　待ち15 ,2013,1,19,18,40,6,19,2
 @jirolian 2019仙台14 ,2013,1,18,20,19,5,18,2
 @jirolian 仙台　18:55　待ちなし ,2013,1,18,18,55,5,18,2
 @jirolian 1734仙台15 ,2013,1,17,17,34,4,17,2
 @jirolian 仙台二郎17人待ち ,2013,1,17,17,30,4,17,2
 @jirolian 1700仙台シャッター14 ,2013,1,17,17,0,4,17,2
 @jirolian 仙台　19:00　待ち8 ,2013,1,16,19,2,3,16,2
 【ラーメン二郎三十八箇所巡りその37仙台店-3】12:00現在、待ち17名。@jirolian ,2013,1,16,12,4,3,16,2
 @jirolian 仙台　19:05　待8 ,2013,1,15,19,8,2,15,2
 @jirolian 1809仙台8 ,2013,1,15,18,9,2,15,2
 @jirolian 1750仙台0 ,2013,1,15,17,50,2,15,2
 @jirolian 1220仙台3 ,2013,1,15,12,20,2,15,2
 おお、汁なし食いてー。 RT @k_nagare: @jirolian 1147仙台7、多分1st2ndロット入って未消化。そして今日限定で汁なしやりますとのこと！ ,2013,1,15,12,13,2,15,2
 @jirolian 1147仙台7、多分1st2ndロット入って未消化。そして今日限定で汁なしやりますとのこと！ ,2013,1,15,11,48,2,15,2
 @jirolian 仙台　17:10　待ち12 ,2013,1,13,17,11,0,13,2
 @jirolian 仙台30人くらい待ち ,2013,1,13,13,42,0,13,2
 @jirolian  18:25　仙台　待ち19 ,2013,1,10,18,25,4,10,1
 @jirolian 仙台20人。寒い1750 ,2013,1,10,17,50,4,10,1
 @jirolian  18:45　仙台　待ち9 ,2013,1,9,18,55,3,9,1
 @jirolian  18:20　仙台　待ち37 ,2013,1,8,18,22,2,8,1
 @jirolian 1804仙台35 ,2013,1,8,18,6,2,8,1
 @jirolian 二郎仙台店約50人。18時 ,2013,1,8,18,1,2,8,1
 @jirolian 1733仙台35 ,2013,1,8,17,33,2,8,1
 @jirolian 1709仙台1st2ndロット入店直後なのに並び25くらい、やはり年初は混みますね…(´Д` ) ,2013,1,8,17,9,2,8,1
 @jirolian 仙台二郎、お土産豚は終了。麺はまだあるそうです。皆さん良いお年を。 ,2012,12,30,18,20,0,365,53
 @jirolian 仙台メルマガ配信なう、以下コピペ。  麺と豚販売のお客様お待たせして申し訳ありません。麺と豚を持ち帰る袋をご持参下さいませ。 価格は麺1玉100円 豚肉値上がりの影響もありまして、今回は1本1200円でお願い致します。 毎度バタバタしてすみません。 ,2012,12,30,17,37,0,365,53
 @jirolian 1732仙台宣告。土産専用列35〜40くらい。通常列もまだ20〜25いるので、土産の発売開始も18時からズレこむのでは、と予想。 ,2012,12,30,17,34,0,365,53
 @jirolian 17時半仙台二郎15人くらい待ち。豚麺列は30人以上 ,2012,12,30,17,31,0,365,53
 @jirolian 1726仙台土産専用列25〜30くらい、発売18時からとの噂 ,2012,12,30,17,26,0,365,53
 @jirolian 仙台二郎、17時並び30人くらい、豚&麺の並び15人くらい。 ,2012,12,30,17,2,0,365,53
 @jirolian 仙台16:35、店外30人OVER!! ,2012,12,30,16,37,0,365,53
 @jirolian 仙台　13:00　待ち23 ,2012,12,30,13,7,0,365,53
 @jirolian 仙台16人くらい 1147 ,2012,12,29,11,47,6,364,52
 @jirolian 1942仙台17くらい ,2012,12,28,19,42,5,363,52
 @jirolian 1927仙台8 ,2012,12,28,19,27,5,363,52
 @jirolian 仙台　18:10　待ち13 ,2012,12,28,18,14,5,363,52
 @jirolian 仙台　19:00　待ち16 ,2012,12,27,19,6,4,362,52
 @jirolian 仙台　18:30　待ち3 ,2012,12,27,18,32,4,362,52
 @jirolian 仙台35人待ち ,2012,12,27,13,5,4,362,52
 @jirolian 仙台30人待ち1235 ,2012,12,27,12,40,4,362,52
 @jirolian 1919仙台5 ,2012,12,25,19,19,2,360,52
 @jirolian 1856仙台0非リア充万歳(´Д` ) ,2012,12,25,18,56,2,360,52
 @jirolian  18:30　仙台　待2 ,2012,12,25,18,32,2,360,52
 @jirolian 　仙台　1845　15人 ,2012,12,23,18,48,0,358,52
 @jirolian 二郎仙台店20人待ち ,2012,12,22,14,0,6,357,51
 @jirolian 仙台 並び15人くらい  1350 なるべく端によって並びましょう 歩道の幅 半分まで占拠して通行の妨げになっています ,2012,12,22,13,49,6,357,51
 @jirolian 仙台 1119 24人くらい並び 雪降り、寒いよー ,2012,12,22,11,20,6,357,51
 @jirolian 　仙台　1840　待ち7 ,2012,12,21,18,42,5,356,51
 @jirolian  こんにちは！ ラーメン二郎仙台店です！  皆様のショウガ、メンマシ募金が南三陸の保育 園への少し早いクリスマスプレゼント(子供達の オモチャなど)になりました。 昨日保育園からお手紙を頂きまして、驚きまし た。 ,2012,12,21,16,6,5,356,51
 @jirolian 仙台シャッター待ち19人1133 ,2012,12,21,11,33,5,356,51
 @jirolian 　仙台　18:30　待ち9 ,2012,12,20,18,33,4,355,51
 @jirolian 仙台19:05　13人待ち ,2012,12,19,19,5,3,354,51
 @jirolian 1749仙台16 ,2012,12,19,17,49,3,354,51
 @jirolian 1724仙台15くらい、豚いつにもましてうまかった ,2012,12,18,17,24,2,353,51
 @jirolian 1705仙台まだシャッター20くらいに増強 ,2012,12,18,17,5,2,353,51
 @jirolian 1657仙台シャッター13に増強 ,2012,12,18,16,57,2,353,51
 @jirolian 1649仙台シャッター6 ,2012,12,18,16,50,2,353,51
 @jirolian 仙台25人待ち ページェントの影響か周辺駐車場満車だらけ。 ,2012,12,14,20,27,5,349,50
 @jirolian 仙台 並び２０人くらい  2002 なるべく歩道の端に寄って並びましょう ,2012,12,14,20,3,5,349,50
 @jirolian 仙台待ちなし。女性率多い。 ,2012,12,14,13,12,5,349,50
 @jirolian 1726仙台3ロット目が入店し始めて並び5 ,2012,12,13,17,27,4,348,50
 @jirolian 1710仙台1かな ,2012,12,13,17,10,4,348,50
 @jirolian 1703仙台未だシャッター12に増強 ,2012,12,13,17,4,4,348,50
 @jirolian 1649仙台シャッター6 ,2012,12,13,16,49,4,348,50
 恐るべし(；´Д`A RT @jirolian: RT @raou_tuber: @jirolian 仙台 25人待ち。恐るべし(^_^;) ,2012,12,12,19,22,3,347,50
 @jirolian 仙台待ち9 1208 うまかった…格別に…一つの旅が終わった（爆 ,2012,12,12,12,9,3,347,50
 @jirolian 仙台シャッター前11。 本日ついに38店舗制覇ｗｗｗｗｗ感無量！ ,2012,12,12,11,24,3,347,50
 @jirolian 1802仙台10 ,2012,12,9,18,3,0,344,50
 @jirolian 1736仙台10 ,2012,12,9,17,36,0,344,50
 @jirolian 仙台 16人ほど 雪降りのため傘持ってきたほうがいいよ。寒いよ。 ,2012,12,9,11,11,0,344,50
 @jirolian 仙台店20人待ち、小、大のみ ,2012,12,8,13,43,6,343,49
 @jirolian 1353仙台10 ,2012,12,7,13,54,5,342,49
 @jirolian 仙台二郎28人待ち ,2012,12,6,19,46,4,341,49
 @jirolian 仙台二郎 待ち7人 ,2012,12,6,17,16,4,341,49
 @jirolian 仙台待ちなしです！ ,2012,12,6,12,36,4,341,49
 @jirolian仙台シャッター待ち14人 1125 ,2012,11,30,11,25,5,335,48
 @jirolian仙台13人待ち 豚売り切れ 2037 ,2012,11,28,20,37,3,333,48
 @jirolian ラーメン二郎仙台店15人待ちくらい ,2012,11,28,12,25,3,333,48
 @jirolian 1351仙台5 ,2012,11,27,13,52,2,332,48
 @jirolian 仙台。32人待ち。休日だからって並ぶなぁ ,2012,11,25,11,54,0,330,48
 @jirolian 仙台10人、1930、邪魔になるので、歩道の真ん中側にふくらまないで並びましょう ,2012,11,22,19,31,4,327,47
 @jirolian仙台12人待ち 1721 ,2012,11,21,17,21,3,326,47
 @jirolian 仙台 空席５ 1940 ,2012,11,17,19,41,6,322,46
 @jirolian 仙台 開店着席後 並び10人ほど。結構寒いです。 ,2012,11,17,11,37,6,322,46
 @jirolian 1735仙台2 ,2012,11,16,17,36,5,321,46
 @jirolian 1815仙台0 ,2012,11,13,18,16,2,318,46
 @jirolian 1802仙台5 ,2012,11,13,18,2,2,318,46
 @jirolian 1745仙台10 ,2012,11,13,17,45,2,318,46
 @jirolian 仙台二郎13人待ち、未就学児連れ夫婦いるが正気か。 ,2012,11,10,14,33,6,315,45
 @jirolian 仙台 開店時待ち 30人ほど。不動産屋さん前まで。 ,2012,11,10,11,36,6,315,45
 @jirolian 1841仙台15 ,2012,11,8,18,41,4,313,45
 @jirolian 仙台二郎30人待ちくらい 限定キムチ ,2012,11,7,19,18,3,312,45
 @jirolian 仙台二郎22人待ち ,2012,11,6,19,38,2,311,45
 @jirolian 1936仙台並び20くらいに増強(´Д` ) ,2012,11,6,19,36,2,311,45
 @jirolian 仙台 並び15人ほど。雨は今は降ってません。 ,2012,11,6,19,31,2,311,45
 @jirolian 仙台、雨、待ちなし。 ,2012,11,6,13,22,2,311,45
 @jirolian 仙台。ガスが調子悪いとかで、開店が20分ほど遅れるとのことで、開店前行列が50人規模、横断歩道を越えそうな勢い。ってか、臨休とかになんないよね(--;) ,2012,11,4,11,46,0,309,45
 @jirolian 仙台、開店前で20人オーバー。土日のこの時間は混むな、当たり前だけど。 ,2012,11,4,11,19,0,309,45
 @jirolian 仙台 開店20分前 8人ほど。 ,2012,11,3,11,12,6,308,44
 仙台の方、チャンス！ RT @yukirenshu: @jirolian 仙台店並び0人1940 ,2012,10,31,19,57,3,305,44
 @jirolian 仙台店並び0人1940 ,2012,10,31,19,45,3,305,44
 @jirolian 仙台 約20人ほど。昼の部臨休だつたので込んでるね。 ,2012,10,30,20,29,2,304,44
 @jirolian 仙台二郎22人待ち ,2012,10,30,17,54,2,304,44
 @jirolian 仙台 開店30分前 10人ほど ,2012,10,27,11,5,6,301,43
 @jirolian 1927仙台10人 ,2012,10,24,19,27,3,298,43
 @jirolian 仙台 12人ほど並び。開店一周年おめでとうございます！ ,2012,10,23,20,34,2,297,43
 @jirolian   昨日は仙台二郎 初めて食べたが、美味しかった！ 正直期待してなかったので嬉しい驚き！ 夜にならないと胃の調子が上がらない為、スープを残したのが悔やまれる。この一杯に遠征する価値あり☆☆☆ ,2012,10,21,13,24,0,295,43
 @jirolian 仙台の並びはどんなもんでしょうか。 ,2012,10,21,11,50,0,295,43
 @jirolian 1935仙台35くらい ,2012,10,20,19,35,6,294,42
 @jirolian 1928仙台25人くらい ,2012,10,20,19,28,6,294,42
 @jirolian 仙台は並びどうですか？ ,2012,10,20,17,12,6,294,42
 @jirolian 仙台 30人ほど待ち ,2012,10,20,14,16,6,294,42
 @jirolian 仙台二郎初食します。仙台の皆様よろしくお願いします。17人待ち 1106 ,2012,10,20,11,6,6,294,42
 @jirolian 20時07分、仙台ならび35人くらい ,2012,10,19,20,7,5,293,42
 @jirolian 戦国時代に二郎があったら各大名の勢力図変わってた気がする｡当時｢金山あるから･温泉あるから｣という理由でその地を欲しがった様に､｢仙台美味じゃから伊達から奪え｣とか｢何としても今宵中に品川を奪い還すんじゃ!｣とか｡で､どの大名もｽﾙｰの荻窪(笑) ,2012,10,17,20,7,3,291,42
 @jirolian 19時46分、仙台ならび0に ,2012,10,17,19,46,3,291,42
 @jirolian 19時42分、仙台ならび6人 ,2012,10,17,19,43,3,291,42
 @jirolian 仙台 約25人待ち 不動産屋前まで。 ,2012,10,16,18,21,2,290,42
 @jirolian 仙台店、１９時３０分までの営業と連絡ありました。 ,2012,10,14,18,1,0,288,42
 @jirolian 仙台店旨かったワ☆現在20くらいの待ち～ http://p.twipple.jp/08TcP  ,2012,10,13,13,34,6,287,41
 @jirolian 仙台店25ちょい ,2012,10,13,12,44,6,287,41
 @jirolian 仙台 シャッター待ち 20人ほど。いい天気です。 ,2012,10,13,11,22,6,287,41
 @jirolian 仙台店、18時51分現在ならび35人くらい…orz ,2012,10,10,18,51,3,284,41
