day,temp_h,temp_l,prec,weat_d,weat_n
2017/2/2,2,-3.7,2.5,雪,雪一時晴
2017/2/3,5.9,-2.4,0,雪後晴,晴一時曇
2017/2/4,9.1,3,0,晴時々みぞれ一時雪,曇一時晴
2017/2/5,7.9,2.7,0.5,曇後一時雨,雨一時曇
2017/2/6,11,3.1,3,晴一時曇後雨,曇一時雪
2017/2/7,3.4,-1.8,0,雪後一時晴,雪時々薄曇一時晴
2017/2/8,5,-1.8,0,雪後晴,曇
2017/2/9,2.4,0.4,2,雪時々曇一時みぞれ,雪
2017/2/10,6,0.4,2,雪後曇,曇後晴
2017/2/11,6.7,-2.1,0,晴,晴時々雪
2017/2/12,6.9,0.6,0,薄曇一時雪,晴
2017/2/13,8.2,1.8,0,晴,晴
2017/2/14,8.2,-1.4,0,晴時々曇,晴
2017/2/15,8.2,-0.1,0,晴,晴一時曇
2017/2/16,12.7,-0.1,0,晴,晴
2017/2/17,17.2,2.8,0,曇後雨,晴一時雨
2017/2/18,6.2,-0.4,0,晴,晴一時雪
2017/2/19,5,-1,0,晴,曇一時晴
2017/2/20,6.8,-0.8,1.5,雨時々曇一時あられ,雨一時雪
2017/2/21,3.7,-1,0.5,雪一時晴,晴一時雪
2017/2/22,6.7,-2.6,0,薄曇,曇時々雨、あられを伴う
2017/2/23,9.5,1.5,3,雨,雨時々曇一時雪
2017/2/24,5.7,1.2,0,曇後晴,晴一時曇
2017/2/25,7.9,0,0,晴,晴
2017/2/26,10,1.2,0,晴後曇,晴一時曇
2017/2/27,6.8,-0.2,0,晴一時曇,晴一時曇
2017/2/28,6.2,-2.5,0,晴,曇後時々晴
2017/3/1,8,-1.1,0,晴後薄曇,曇
2017/3/2,6.9,2.7,0,曇後一時雨,曇一時雨
2017/3/3,9.9,2.4,0,晴,晴一時曇
2017/3/4,13.5,0.7,0,晴後一時雨,晴
2017/3/5,10.9,0.7,0,晴後一時薄曇,薄曇後一時晴
2017/3/6,10.3,1.8,0,薄曇,晴一時雨
2017/3/7,6.5,0.5,0,曇時々晴一時雪,晴時々曇
2017/3/8,6.3,-0.7,0,晴時々曇一時雪,晴後一時雪
2017/3/9,8.7,0.5,0,曇時々晴一時雨,晴時々曇一時雨
2017/3/10,8.9,-0.2,0,曇時々雪一時晴、みぞれを伴う,みぞれ時々曇一時晴
2017/3/11,8,0.8,0,晴時々雪一時みぞれ,曇一時晴
2017/3/12,9.7,2.6,0,曇後晴,曇一時晴
2017/3/13,7.8,2,0,曇,曇時々雨
2017/3/14,7,1.8,41,雨後一時みぞれ,みぞれ時々雪
2017/3/15,5.5,0.8,8,みぞれ後曇,曇
2017/3/16,9.5,-0.2,0,晴一時雨,晴
2017/3/17,10.8,0.4,1.5,晴後一時みぞれ,雨時々晴
2017/3/18,12.4,2.5,0,晴後一時曇,晴時々曇一時雨
2017/3/19,12.6,3.6,0,晴後一時薄曇,晴
2017/3/20,14.3,5.3,0,晴,曇
2017/3/21,7.4,4.2,11.5,雨時々曇,雨時々晴一時曇
2017/3/22,11.2,2.2,0.5,晴,晴一時雨
2017/3/23,9.6,1.9,0,晴一時雨,晴時々曇
2017/3/24,7.7,0.1,0,晴後一時雪,晴後一時雪
2017/3/25,10.1,0.1,0,晴一時雪,曇一時晴
2017/3/26,9.5,2,0.5,曇一時晴,雨後一時みぞれ
2017/3/27,6.6,1.6,13,雨時々曇一時みぞれ,雨時々晴一時曇
2017/3/28,10.8,2.1,1.5,曇時々晴,薄曇後晴
2017/3/29,11.2,2.1,0,晴一時雨,快晴
2017/3/30,15.5,2.3,0,晴時々曇,晴時々薄曇一時雨
2017/3/31,9.9,3.9,0,曇,雨時々曇、みぞれを伴う
2017/4/1,6.1,3.3,0,雨,雨時々曇
2017/4/2,11.2,2.4,0.5,晴一時雨、あられを伴う,晴一時曇
2017/4/3,12.8,1.4,0,晴時々曇一時雨,雨時々曇後晴
2017/4/4,15,4.2,0,晴,快晴
2017/4/5,17,4,0,晴,曇
2017/4/6,19.1,8.3,0,薄曇一時晴,雨時々曇
2017/4/7,21.5,11.3,0,曇時々晴,曇時々晴
2017/4/8,15.2,9.8,0,曇後一時晴,薄曇一時晴
2017/4/9,14.3,7.6,0,曇時々雨一時晴,晴
2017/4/10,15.9,4.3,0,薄曇時々晴,晴後時々曇
2017/4/11,12.9,4.7,36.5,曇後雨,雨後曇一時晴
2017/4/12,13,5.6,2.5,雨一時曇後晴,晴一時薄曇
2017/4/13,11.9,3.2,0,晴時々雨一時曇,快晴
2017/4/14,20.9,2.5,0,晴後一時薄曇,曇
2017/4/15,20,10.9,0,曇時々雨一時晴,晴一時曇
2017/4/16,25.5,9.8,0,晴時々薄曇,晴一時薄曇
2017/4/17,18.6,9.3,19.5,薄曇一時晴,大雨一時曇、霧を伴う
2017/4/18,21.4,9.4,40.5,晴時々曇一時雨,晴
2017/4/19,19,7.9,0,晴時々曇後一時雨,晴時々雨
2017/4/20,14.6,8.3,0,曇一時晴,曇
2017/4/21,14.7,9.2,0,曇,晴時々曇一時雨
2017/4/22,17.3,7.9,0,晴時々曇一時雨,晴
2017/4/23,14.9,5.5,0,晴,晴一時曇
2017/4/24,14.1,5.7,0,晴一時曇,晴
2017/4/25,18.4,7.3,0,薄曇後一時晴,曇一時晴
2017/4/26,20,11.3,1,雨時々曇,雨時々曇
2017/4/27,17.2,9.7,0.5,薄曇一時晴,晴時々薄曇
2017/4/28,18.5,6.9,0,晴,晴
2017/4/29,20.1,6.8,0,晴後曇一時雨,快晴
2017/4/30,21.2,8.2,0,快晴,晴後薄曇
2017/5/1,19.8,11.8,0,曇後一時晴,晴一時曇
2017/5/2,21.2,8.4,0,晴,快晴
2017/5/3,20.5,7.2,0,薄曇一時晴,薄曇時々晴
2017/5/4,19.6,10.8,0,薄曇,晴
2017/5/5,23.4,10.9,0,晴,晴後一時曇
2017/5/6,19.2,13.4,0,曇,曇一時雨
2017/5/7,23.3,11.9,0,薄曇後晴,快晴
2017/5/8,25,11.6,0,晴,快晴
2017/5/9,18.1,8.9,0,曇,曇
2017/5/10,17,12.3,0,曇時々雨,曇一時雨
2017/5/11,23.1,14.3,0,雨時々曇後一時晴,晴一時薄曇
2017/5/12,22.8,11.8,0,薄曇時々晴,曇後雨
2017/5/13,13.9,12.3,72.5,大雨,大雨
2017/5/14,14,11.7,27,雨,雨
2017/5/15,15.1,11.7,13.5,雨後一時霧雨,曇時々霧一時雨
2017/5/16,20.1,11.9,0,晴,薄曇
2017/5/17,20,10,0,晴一時薄曇,晴
2017/5/18,22.8,10.9,0,晴,快晴
2017/5/19,23.5,12.3,0,快晴,快晴
2017/5/20,26.9,12.7,0,快晴,快晴
2017/5/21,27.5,17,0,晴,晴後薄曇
2017/5/22,29.6,18,0,薄曇時々晴,晴後曇
2017/5/23,21.8,16.4,0,曇,曇
2017/5/24,23.1,17.3,3.5,曇後雨,雨
2017/5/25,18.2,15.8,17,雨後時々霧雨,曇一時霧雨
2017/5/26,18.6,14.2,0,曇,雨時々霧雨、霧を伴う
2017/5/27,19.9,14.2,3.5,雨後曇,曇後一時晴
2017/5/28,22.4,13.9,0,晴一時曇,快晴
2017/5/29,24.1,12,0,快晴,晴
2017/5/30,27.3,15.9,0,薄曇時々晴,薄曇
2017/5/31,28.6,19.4,0,薄曇,曇
2017/6/1,20.3,16.4,11,雨一時曇,雨時々霧雨一時曇、霧を伴う
2017/6/2,20.4,15.1,26.5,曇時々雨、雷を伴う,晴一時曇
2017/6/3,21.8,14.1,0,曇,晴
2017/6/4,18.8,13,0,曇時々晴,晴時々曇
2017/6/5,22.4,11.6,0,曇時々晴一時雨,快晴
2017/6/6,19.8,11.1,0,晴後一時薄曇,曇
2017/6/7,21.8,13.6,0,曇,雨時々曇
2017/6/8,22.4,16,6.5,曇時々雨,晴後一時薄曇
2017/6/9,24.7,14.4,0,薄曇時々晴,曇時々晴
2017/6/10,25,15,0.5,曇時々雨一時晴、雷を伴う,晴
2017/6/11,22.7,13.2,0,晴,晴
2017/6/12,18.9,12.4,0.5,曇時々晴一時雨,晴
2017/6/13,21,10.5,0,曇時々晴,晴
2017/6/14,23,13.2,0,曇時々晴一時雨,曇
2017/6/15,20.2,16.3,1,曇後一時雨,曇時々雨、雷を伴う
2017/6/16,23.8,15.5,1.5,曇時々雨一時晴、雷を伴う,快晴
2017/6/17,23.8,13.6,0,晴一時曇,曇一時晴
2017/6/18,20.4,15.8,0,曇,晴時々曇
2017/6/19,24.6,15.7,0,曇,晴時々曇
2017/6/20,22,14.8,0,晴時々薄曇,曇
2017/6/21,22.5,17.4,31.5,雨一時曇,曇時々晴一時雨
2017/6/22,25.6,18.4,0,薄曇時々晴,薄曇後晴
2017/6/23,26.4,16.6,0,晴,晴後一時曇
2017/6/24,26,17.2,0,薄曇,曇
2017/6/25,24.4,18.5,1,曇後一時雨,雨後曇
2017/6/26,27.5,17.7,0.5,晴時々曇,曇
2017/6/27,21.3,16.4,0,曇,曇
2017/6/28,25.9,17.6,0,曇後晴,晴後一時霧
2017/6/29,24.1,16.3,0,薄曇、霧を伴う,曇時々霧
2017/6/30,25.9,18.7,0,曇後一時雨,曇時々雨
2017/7/1,29.4,21,3,曇,曇後雨、雷を伴う
2017/7/2,31.9,21.4,10.5,曇,雨時々曇
2017/7/3,28.6,22.4,19,雨後一時曇,曇一時雨
2017/7/4,25.1,20.6,1.5,雨一時曇,曇時々霧一時雨
2017/7/5,28.3,20.4,0.5,晴時々曇一時雨,晴
2017/7/6,29.2,19.6,0,晴,快晴
2017/7/7,30.6,20.4,0,快晴,快晴
2017/7/8,32.4,21.3,0,快晴,快晴
2017/7/9,33,22.2,0,晴後薄曇,晴一時曇
2017/7/10,30.9,22.8,0,晴,曇一時晴
2017/7/11,30.3,22.5,0,薄曇,薄曇
2017/7/12,33,25.2,0,曇,曇後一時雨
2017/7/13,29.7,23.2,10,曇時々雨,曇時々晴
2017/7/14,31.7,24.2,0,晴一時曇,晴時々曇、雷を伴う
2017/7/15,32.7,23.5,0,晴後一時雨、雷を伴う,曇時々晴
2017/7/16,31.2,23.9,3.5,曇時々雨,曇一時雨
2017/7/17,32.6,23.1,0,曇時々晴,曇後雨
2017/7/18,25.9,20.6,19.5,雨時々曇、雷を伴う,曇時々晴、雷を伴う
2017/7/19,26.9,20.3,0,晴,曇
2017/7/20,29.3,22,0,曇後晴,曇一時晴
2017/7/21,31.8,22.8,0,晴一時曇,薄曇一時晴
2017/7/22,31.3,24.2,1,曇後一時雨、雷を伴う,曇後雨
2017/7/23,27.5,23.2,4.5,雨時々曇,雨時々曇
2017/7/24,24.2,21.9,42.5,雨後一時曇,曇
2017/7/25,27,22.4,8.5,曇後雨,曇時々雨一時晴、霧を伴う
2017/7/26,29.4,21.1,0,晴,晴
2017/7/27,27.5,19.1,0,曇,曇後一時霧雨
2017/7/28,27.9,21.9,25,曇,雨時々曇
2017/7/29,23.7,21.8,32.5,大雨,曇時々雨
2017/7/30,27.3,22,0.5,曇一時雨,曇後一時雨
2017/7/31,29.4,22.9,0,曇後晴,曇後時々雨
2017/8/1,25,21.2,0.5,曇時々雨,曇
2017/8/2,25.9,20.2,0,曇後晴,曇一時晴
2017/8/3,23.2,20,2,曇,雨時々霧雨
2017/8/4,23.1,20.3,7,曇時々霧雨一時雨,霧雨
2017/8/5,26.7,21.1,3.5,曇一時霧雨,霧雨一時曇、霧を伴う
2017/8/6,29.7,23.5,1.5,曇時々霧雨一時晴、霧を伴う,曇時々雨、霧を伴う
2017/8/7,27.1,24.2,5,曇一時雨、霧を伴う,曇後一時雨
2017/8/8,25.5,24.1,37,大雨,雨時々曇
2017/8/9,25.3,21.3,2,雨後曇,曇一時晴
2017/8/10,24.2,19.7,0,曇,霧雨時々曇
2017/8/11,20.5,18.8,8.5,雨一時曇,雨
2017/8/12,23.2,19.2,11.5,雨時々霧雨,雨後一時曇
2017/8/13,26.4,20.9,2.5,曇一時雨,雨時々霧雨一時曇
2017/8/14,22.9,20.5,4.5,雨時々曇,雨一時曇
2017/8/15,21.6,19.8,22.5,雨,曇一時雨
2017/8/16,21.8,19.2,12,雨時々曇,雨一時霧雨
2017/8/17,26.1,20.8,3,曇一時雨,曇時々雨
2017/8/18,23.8,21,14.5,雨時々曇、雷を伴う,霧雨一時雨、霧を伴う
2017/8/19,22.2,20.1,1.5,雨時々曇、雷を伴う,霧雨時々雨一時曇
2017/8/20,23,19.9,1.5,霧雨後時々曇、霧を伴う,曇時々霧雨
2017/8/21,24.5,20.5,3,雨後曇,曇後一時霧
2017/8/22,30.4,21.9,0,曇時々雨,曇時々雨
2017/8/23,32.6,23.7,0,曇一時晴,曇後晴
2017/8/24,30.9,23,14,雨時々曇一時晴,晴後曇一時雨
2017/8/25,31.9,23.4,2.5,薄曇時々晴一時雨,薄曇後時々雨
2017/8/26,31.7,20.4,21.5,晴一時雨,晴一時薄曇
2017/8/27,28,18.2,0,晴,晴後一時曇
2017/8/28,26.8,18.8,0,曇,曇
2017/8/29,30.9,22.3,0,曇,曇後雨
2017/8/30,23.9,19.4,25,雨時々曇,雨一時曇
2017/8/31,22.8,17,12.5,曇時々雨一時晴,曇後一時晴
2017/9/1,26.4,17.9,0,晴,雨時々曇一時晴
2017/9/2,22.8,16.7,2.5,曇時々雨一時晴,晴
2017/9/3,27.8,15.3,0,晴,快晴
2017/9/4,27.2,16.2,0,晴時々薄曇,晴一時曇
2017/9/5,25.7,16.8,0,晴時々曇,曇
2017/9/6,22.8,20,3,雨一時曇,曇一時雨
2017/9/7,22.2,18.7,20,雨一時曇,雨
2017/9/8,28.9,18.6,2.5,晴一時曇,快晴
2017/9/9,28.7,16.7,0,快晴,薄曇時々晴
2017/9/10,28.9,18.8,0,晴,晴後薄曇
2017/9/11,25.1,18.7,5.5,薄曇後一時雨,雨
2017/9/12,28.2,20.6,15.5,曇時々雨一時晴,晴時々曇一時雨
2017/9/13,29.7,20.2,0,晴,晴
2017/9/14,27.5,17.6,0,晴時々薄曇,晴一時薄曇
2017/9/15,24.4,16.7,0,晴一時曇,晴時々曇
2017/9/16,21,16.4,0,曇後一時雨,曇
2017/9/17,21.6,17.9,43,曇後雨,暴風雨後一時曇
2017/9/18,29.6,19.3,6.5,晴一時雨、大風を伴う,晴
2017/9/19,27.9,17.4,0,晴,薄曇一時晴
2017/9/20,27.6,18.4,1.5,曇後一時雨,晴時々曇一時雨
2017/9/21,26.3,16.7,0,晴一時曇,快晴
2017/9/22,23.9,14.7,0.5,晴時々曇,雨一時曇
2017/9/23,21.7,17.6,7.5,曇一時雨,晴時々曇
2017/9/24,26.4,16,0,晴時々薄曇,晴時々曇
2017/9/25,26,17.2,0,晴,快晴
2017/9/26,26.8,15.3,0,快晴,曇時々晴
2017/9/27,26.4,17.6,0,曇時々晴,雨一時曇
2017/9/28,22.4,12.5,27.5,雨時々曇,晴一時曇
2017/9/29,21.6,10.7,0,晴後時々曇,薄曇時々晴
2017/9/30,25.4,13.8,0,晴一時曇,快晴
2017/10/1,23.2,12,0,晴後薄曇,晴時々薄曇
2017/10/2,23.8,14.9,0,曇後一時雨,曇時々雨一時晴
2017/10/3,26.8,15.3,0,曇一時晴,曇
2017/10/4,19,11.9,0,晴時々曇一時雨,薄曇一時晴
2017/10/5,19.4,10.2,0,晴一時曇,薄曇一時晴
2017/10/6,18.5,11.4,1.5,曇,雨時々曇
2017/10/7,19.2,15.8,13,雨後時々曇,霧時々曇一時霧雨
2017/10/8,23,14.9,0,薄曇時々晴一時霧,曇一時晴
2017/10/9,22.6,15.9,0,曇一時晴,曇時々晴
2017/10/10,23.3,16.6,3.5,曇一時雨,雨時々曇
2017/10/11,17.5,14.4,4.5,曇時々霧雨一時雨,曇一時霧雨
2017/10/12,21.6,13.9,0.5,曇一時晴,雨時々曇
2017/10/13,16.2,12,9.5,曇時々雨一時晴,曇一時晴
2017/10/14,16.2,11.7,0,曇一時雨,曇一時晴
2017/10/15,16.5,11.2,0,曇,薄曇
2017/10/16,12.7,8.6,0,曇後一時雨,曇
2017/10/17,19.2,10.9,0,晴一時曇,晴
2017/10/18,15.6,10.3,0,曇一時晴,曇
2017/10/19,12.6,9,4.5,雨後時々曇,雨時々曇
2017/10/20,14.1,10.1,44.5,雨,雨
2017/10/21,16.9,13.9,5,雨時々曇,雨
2017/10/22,17.8,14.3,83.5,大雨,大雨
2017/10/23,15.5,10.5,132.5,暴風雨時々曇,薄曇時々晴
2017/10/24,17.2,9.2,0,晴,薄曇時々晴
2017/10/25,14.7,9,0,曇,晴一時薄曇
2017/10/26,20.4,7.4,0,晴,快晴
2017/10/27,18.5,9.6,0,晴,曇一時晴
2017/10/28,16.7,11.5,0,曇,曇後雨
