month_sin,month_cos,week_sin,week_cos,today_is_holiday,tomorrow_is_holiday,minute_of_day,temp_h,temp_l,weat_sun,weat_cloud,weat_rain,weat_snow,weat_light,weat_storm
-0.04302223300453034,-0.99907411510223,0.9749279121818236,-0.22252093395631434,0,0,0.18055555555555555,25.1,20.6,0,1,1,0,0,0
0.0086069968886887,-0.9999629591162655,-0.7818314824680299,0.6234898018587334,0,0,0.9763888888888889,29.4,21.0,0,1,0,0,0,0
0.02581844022713308,-0.9996666485105112,-0.9749279121818235,-0.2225209339563146,0,0,0.7555555555555555,25.9,18.7,0,1,1,0,0,0
0.02581844022713308,-0.9996666485105112,-0.9749279121818235,-0.2225209339563146,0,0,0.2263888888888889,25.9,18.7,0,1,1,0,0,0
0.04302223300453059,-0.99907411510223,-0.433883739117558,-0.9009688679024191,0,0,0.9152777777777777,24.1,16.3,0,1,0,0,0,0
0.04302223300453059,-0.99907411510223,-0.433883739117558,-0.9009688679024191,0,0,0.30277777777777776,24.1,16.3,0,1,0,0,0,0
0.04302223300453059,-0.99907411510223,-0.433883739117558,-0.9009688679024191,0,0,0.25,24.1,16.3,0,1,0,0,0,0
0.04302223300453059,-0.99907411510223,-0.433883739117558,-0.9009688679024191,0,0,0.05694444444444444,24.1,16.3,0,1,0,0,0,0
0.07738647923346302,-0.9970011699250151,0.9749279121818236,-0.22252093395631434,0,0,0.9263888888888889,21.3,16.4,0,1,0,0,0,0
0.07738647923346302,-0.9970011699250151,0.9749279121818236,-0.22252093395631434,0,0,0.19583333333333333,21.3,16.4,0,1,0,0,0,0
0.12874817745258132,-0.99167731989929,-0.7818314824680299,0.6234898018587334,0,0,0.6388888888888888,26.0,17.2,0,1,0,0,0,0
0.17976658572556237,-0.9837092937736097,0.43388373911755823,-0.900968867902419,0,0,0.17916666666666667,22.5,17.4,0,1,1,0,0,0
0.17976658572556237,-0.9837092937736097,0.43388373911755823,-0.900968867902419,0,0,0.06527777777777778,22.5,17.4,0,1,1,0,0,0
0.26366549272800704,-0.9646141756912435,-0.9749279121818235,-0.2225209339563146,0,0,0.8291666666666667,23.8,15.5,1,1,1,0,1,0
0.26366549272800704,-0.9646141756912435,-0.9749279121818235,-0.2225209339563146,0,0,0.2763888888888889,23.8,15.5,1,1,1,0,1,0
0.28023067519921585,-0.9599326896597447,-0.433883739117558,-0.9009688679024191,0,0,0.725,20.2,16.3,0,1,1,0,0,0
0.28023067519921585,-0.9599326896597447,-0.433883739117558,-0.9009688679024191,0,0,0.6847222222222222,20.2,16.3,0,1,1,0,0,0
0.28023067519921585,-0.9599326896597447,-0.433883739117558,-0.9009688679024191,0,0,0.2777777777777778,20.2,16.3,0,1,1,0,0,0
0.29671281927349075,-0.9549667548552551,0.43388373911755823,-0.900968867902419,0,0,0.8444444444444444,23.0,13.2,1,1,1,0,0,0
0.29671281927349075,-0.9549667548552551,0.43388373911755823,-0.900968867902419,0,0,0.09305555555555556,23.0,13.2,1,1,1,0,0,0
0.3456123126707335,-0.9383773917408641,0.0,1.0,0,0,0.2625,22.7,13.2,1,0,0,0,0,0
0.3777079652039649,-0.9259247771938498,-0.9749279121818235,-0.2225209339563146,0,0,0.6027777777777777,24.7,14.4,1,1,0,0,0,0
0.3935902766564667,-0.9192859697186104,-0.433883739117558,-0.9009688679024191,0,0,0.18333333333333332,22.4,16.0,0,1,1,0,0,0
0.3935902766564667,-0.9192859697186104,-0.433883739117558,-0.9009688679024191,0,0,0.15138888888888888,22.4,16.0,0,1,1,0,0,0
0.4559066935084588,-0.8900275764346767,0.0,1.0,0,0,0.6625,18.8,13.0,1,1,0,0,0,0
0.48627270710868997,-0.8738071036110808,-0.9749279121818235,-0.2225209339563146,0,0,0.25833333333333336,20.4,15.1,0,1,1,0,1,0
0.5012418134457758,-0.865307254363206,-0.433883739117558,-0.9009688679024191,0,0,0.10416666666666667,20.3,16.4,0,1,1,0,0,0
0.5307300481619334,-0.8475409228928311,0.9749279121818236,-0.22252093395631434,0,0,0.3527777777777778,27.3,15.9,1,1,0,0,0,0
0.5595892624101765,-0.8287700871745038,0.0,1.0,0,0,0.08888888888888889,22.4,13.9,1,1,0,0,0,0
0.5595892624101765,-0.8287700871745038,0.0,1.0,0,0,0.019444444444444445,22.4,13.9,1,1,0,0,0,0
0.5877852522924732,-0.8090169943749473,-0.9749279121818235,-0.2225209339563146,0,0,0.30972222222222223,18.6,14.2,0,1,0,0,0,0
0.6016240632249226,-0.7987793728863649,-0.433883739117558,-0.9009688679024191,0,0,0.175,18.2,15.8,0,0,1,0,0,0
0.6016240632249226,-0.7987793728863649,-0.433883739117558,-0.9009688679024191,0,0,0.10555555555555556,18.2,15.8,0,0,1,0,0,0
0.6152845999633276,-0.7883050558305255,0.43388373911755823,-0.900968867902419,0,0,0.17222222222222222,23.1,17.3,0,1,1,0,0,0
0.6551563572090853,-0.7554933140726803,0.0,1.0,0,0,0.6902777777777778,27.5,17.0,1,0,0,0,0,0
0.6551563572090853,-0.7554933140726803,0.0,1.0,0,0,0.32222222222222224,27.5,17.0,1,0,0,0,0,0
0.6551563572090853,-0.7554933140726803,0.0,1.0,0,0,0.0375,27.5,17.0,1,0,0,0,0,0
0.6807734094770161,-0.7324940716135789,-0.9749279121818235,-0.2225209339563146,0,0,0.8486111111111111,23.5,12.3,1,0,0,0,0,0
0.6932812268869777,-0.720667149553861,-0.433883739117558,-0.9009688679024191,0,0,0.675,22.8,10.9,1,0,0,0,0,0
0.6932812268869777,-0.720667149553861,-0.433883739117558,-0.9009688679024191,0,0,0.6333333333333333,22.8,10.9,1,0,0,0,0,0
0.6932812268869777,-0.720667149553861,-0.433883739117558,-0.9009688679024191,0,0,0.24861111111111112,22.8,10.9,1,0,0,0,0,0
0.705583610107178,-0.7086266782644596,0.43388373911755823,-0.900968867902419,0,0,0.6194444444444445,20.0,10.0,1,1,0,0,0,0
0.705583610107178,-0.7086266782644596,0.43388373911755823,-0.900968867902419,0,0,0.5763888888888888,20.0,10.0,1,1,0,0,0,0
0.705583610107178,-0.7086266782644596,0.43388373911755823,-0.900968867902419,0,0,0.3263888888888889,20.0,10.0,1,1,0,0,0,0
0.705583610107178,-0.7086266782644596,0.43388373911755823,-0.900968867902419,0,0,0.17222222222222222,20.0,10.0,1,1,0,0,0,0
0.717676913675962,-0.6963762255968722,0.9749279121818236,-0.22252093395631434,0,0,0.9263888888888889,20.1,11.9,1,0,0,0,0,0
0.7526668275320085,-0.6584015846980487,-0.7818314824680299,0.6234898018587334,0,0,0.07083333333333333,13.9,12.3,0,0,1,0,0,0
0.7638886127905428,-0.6453481132295501,-0.9749279121818235,-0.2225209339563146,0,0,0.10138888888888889,22.8,11.8,1,1,0,0,0,0
0.7856498550787147,-0.618671403262503,0.43388373911755823,-0.900968867902419,0,0,0.11666666666666667,17.0,12.3,0,1,1,0,0,0
0.8165380514459162,-0.5772916165517272,0.0,1.0,0,0,0.6833333333333333,23.3,11.9,1,1,0,0,0,0
0.8165380514459162,-0.5772916165517272,0.0,1.0,0,0,0.6541666666666667,23.3,11.9,1,1,0,0,0,0
0.8165380514459162,-0.5772916165517272,0.0,1.0,0,0,0.6055555555555555,23.3,11.9,1,1,0,0,0,0
0.8165380514459162,-0.5772916165517272,0.0,1.0,0,0,0.35833333333333334,23.3,11.9,1,1,0,0,0,0
0.8165380514459162,-0.5772916165517272,0.0,1.0,0,0,0.29444444444444445,23.3,11.9,1,1,0,0,0,0
0.8263541987239096,-0.5631507242749185,-0.7818314824680299,0.6234898018587334,0,0,0.12083333333333333,19.2,13.4,0,1,0,0,0,0
0.8359254794186372,-0.5488429582847189,-0.9749279121818235,-0.2225209339563146,1,0,0.8319444444444445,23.4,10.9,1,0,0,0,0,0
0.8452490573530633,-0.5343725582809786,-0.433883739117558,-0.9009688679024191,1,1,0.65,19.6,10.8,0,1,0,0,0,0
0.8452490573530633,-0.5343725582809786,-0.433883739117558,-0.9009688679024191,1,1,0.3277777777777778,19.6,10.8,0,1,0,0,0,0
0.8452490573530633,-0.5343725582809786,-0.433883739117558,-0.9009688679024191,1,1,0.19722222222222222,19.6,10.8,0,1,0,0,0,0
0.8543221697498271,-0.5197438121555154,0.43388373911755823,-0.900968867902419,1,1,0.17777777777777778,20.5,7.2,1,1,0,0,0,0
0.8631421280499114,-0.5049610547215203,0.9749279121818236,-0.22252093395631434,0,1,0.36527777777777776,21.2,8.4,1,0,0,0,0,0
0.8631421280499114,-0.5049610547215203,0.9749279121818236,-0.22252093395631434,0,1,0.25972222222222224,21.2,8.4,1,0,0,0,0,0
0.8800122039735357,-0.47495107206704995,0.0,1.0,0,0,0.6319444444444444,21.2,8.2,1,0,0,0,0,0
0.8800122039735357,-0.47495107206704995,0.0,1.0,0,0,0.05138888888888889,21.2,8.2,1,0,0,0,0,0
0.8800122039735357,-0.47495107206704995,0.0,1.0,0,0,0.0,21.2,8.2,1,0,0,0,0,0
0.8880573226294932,-0.45973273945210397,-0.7818314824680299,0.6234898018587334,1,0,0.35555555555555557,20.1,6.8,1,1,1,0,0,0
0.8880573226294932,-0.45973273945210397,-0.7818314824680299,0.6234898018587334,1,0,0.26944444444444443,20.1,6.8,1,1,1,0,0,0
0.9033558023246845,-0.4288919379124835,-0.433883739117558,-0.9009688679024191,0,0,0.8208333333333333,17.2,9.7,1,1,0,0,0,0
0.9033558023246845,-0.4288919379124835,-0.433883739117558,-0.9009688679024191,0,0,0.5986111111111111,17.2,9.7,1,1,0,0,0,0
0.9106046300942163,-0.4132786077829042,0.43388373911755823,-0.900968867902419,0,0,0.7416666666666667,20.0,11.3,0,1,1,0,0,0
0.9106046300942163,-0.4132786077829042,0.43388373911755823,-0.900968867902419,0,0,0.28194444444444444,20.0,11.3,0,1,1,0,0,0
0.9106046300942163,-0.4132786077829042,0.43388373911755823,-0.900968867902419,0,0,0.10833333333333334,20.0,11.3,0,1,1,0,0,0
0.9175836260593937,-0.39754281428255595,0.9749279121818236,-0.22252093395631434,0,0,0.7986111111111112,18.4,7.3,1,1,0,0,0,0
0.9307239310379795,-0.36572252349726897,0.0,1.0,0,0,0.4930555555555556,14.9,5.5,1,0,0,0,0,0
0.9307239310379795,-0.36572252349726897,0.0,1.0,0,0,0.12777777777777777,14.9,5.5,1,0,0,0,0,0
0.9368813462954315,-0.3496474552512284,-0.7818314824680299,0.6234898018587334,0,0,0.8069444444444445,17.3,7.9,1,1,1,0,0,0
0.9368813462954315,-0.3496474552512284,-0.7818314824680299,0.6234898018587334,0,0,0.5805555555555556,17.3,7.9,1,1,1,0,0,0
0.9427611433904207,-0.3334687789181868,-0.9749279121818235,-0.2225209339563146,0,0,0.6680555555555555,14.7,9.2,0,1,0,0,0,0
0.9483615800121715,-0.3171912885891061,-0.433883739117558,-0.9009688679024191,0,0,0.6736111111111112,14.6,8.3,1,1,0,0,0,0
0.9483615800121715,-0.3171912885891061,-0.433883739117558,-0.9009688679024191,0,0,0.30694444444444446,14.6,8.3,1,1,0,0,0,0
0.9483615800121715,-0.3171912885891061,-0.433883739117558,-0.9009688679024191,0,0,0.28888888888888886,14.6,8.3,1,1,0,0,0,0
0.9536809966304457,-0.30081980763566735,0.43388373911755823,-0.900968867902419,0,0,0.2569444444444444,19.0,7.9,1,1,1,0,0,0
0.9760105506323683,-0.21772323039653177,-0.9749279121818235,-0.2225209339563146,0,0,0.6180555555555556,20.9,2.5,1,1,0,0,0,0
0.9796136916454901,-0.20089055513063506,-0.433883739117558,-0.9009688679024191,0,0,0.7861111111111111,11.9,3.2,1,1,1,0,0,0
0.9796136916454901,-0.20089055513063506,-0.433883739117558,-0.9009688679024191,0,0,0.19444444444444445,11.9,3.2,1,1,1,0,0,0
0.9829265519799822,-0.18399835165768005,0.43388373911755823,-0.900968867902419,0,0,0.28055555555555556,13.0,5.6,1,1,1,0,0,0
0.9911140639934547,-0.1330147065341959,0.0,1.0,0,0,0.7277777777777777,14.3,7.6,1,1,1,0,0,0
0.9932568492674143,-0.11593459959550043,-0.7818314824680299,0.6234898018587334,0,0,0.9194444444444444,15.2,9.8,1,1,0,0,0,0
0.9951053111006976,-0.09882013873287143,-0.9749279121818235,-0.2225209339563146,0,0,0.1625,21.5,11.3,1,1,0,0,0,0
0.9966589017541702,-0.08167639533042242,-0.433883739117558,-0.9009688679024191,0,0,0.25972222222222224,19.1,8.3,1,1,0,0,0,0
0.9979171608653922,-0.06450844944931623,0.43388373911755823,-0.900968867902419,0,0,0.30833333333333335,17.0,4.0,1,0,0,0,0,0
0.9979171608653922,-0.06450844944931623,0.43388373911755823,-0.900968867902419,0,0,0.12361111111111112,17.0,4.0,1,0,0,0,0,0
0.9997685019798909,0.021516097436222258,-0.9749279121818235,-0.2225209339563146,0,0,0.30833333333333335,9.9,3.9,0,1,0,0,0,0
0.9992500112396835,0.03872228089217446,-0.433883739117558,-0.9009688679024191,0,0,0.19722222222222222,15.5,2.3,1,1,0,0,0,0
0.9984354211555643,0.055916990100603484,0.43388373911755823,-0.900968867902419,0,0,0.8333333333333334,11.2,2.1,1,0,1,0,0,0
0.9984354211555643,0.055916990100603484,0.43388373911755823,-0.900968867902419,0,0,0.7986111111111112,11.2,2.1,1,0,1,0,0,0
0.9973249731081555,0.07309512989807777,0.9749279121818236,-0.22252093395631434,0,0,0.7541666666666667,10.8,2.1,1,1,0,0,0,0
0.9973249731081555,0.07309512989807777,0.9749279121818236,-0.22252093395631434,0,0,0.24722222222222223,10.8,2.1,1,1,0,0,0,0
0.9973249731081555,0.07309512989807777,0.9749279121818236,-0.22252093395631434,0,0,0.14027777777777778,10.8,2.1,1,1,0,0,0,0
0.994217906893952,0.10738134666416307,0.0,1.0,0,0,0.7027777777777777,9.5,2.0,1,1,0,0,0,0
0.994217906893952,0.10738134666416307,0.0,1.0,0,0,0.26805555555555555,9.5,2.0,1,1,0,0,0,0
0.994217906893952,0.10738134666416307,0.0,1.0,0,0,0.16944444444444445,9.5,2.0,1,1,0,0,0,0
0.989932495087353,0.141540295217043,-0.9749279121818235,-0.2225209339563146,0,0,0.8416666666666667,7.7,0.1,1,0,0,1,0,0
0.9873494423939864,0.15855938510313475,-0.433883739117558,-0.9009688679024191,0,0,0.7555555555555555,9.6,1.9,1,0,1,0,0,0
0.9873494423939864,0.15855938510313475,-0.433883739117558,-0.9009688679024191,0,0,0.08888888888888889,9.6,1.9,1,0,1,0,0,0
